ObservedAgentID;CounterpartyID;ContractID;InstrumentID;CounterpartyRole;CounterpartyRoleEndDate;CollectiveDebtSettlementStatus
444555999;444555999;220-02-04017-62;61792939;1;;
444555999;444555999;220-02-04017-62;61792939;7;;
444555999;220-02-04017-62_1;220-02-04017-62;61792939;2;;
444555999;220-02-04017-62_2;220-02-04017-62;61792939;2;;
444555999;444555999;220-02-04020-65;61984515;1;;
444555999;444555999;220-02-04020-65;61984515;7;;
444555999;220-02-04020-65_1;220-02-04020-65;61984515;2;2023-06-21;
444555999;220-02-04020-65_2;220-02-04020-65;61984515;2;;
444555999;444555999;220-02-04022-67;62079491;1;;
444555999;444555999;220-02-04022-67;62079491;7;;
444555999;220-02-04022-67_1;220-02-04022-67;62079491;2;;
444555999;220-02-04022-67_2;220-02-04022-67;62079491;2;;
444555999;444555999;220-02-04025-70;62030991;1;;
444555999;444555999;220-02-04025-70;62030991;7;;
444555999;220-02-04025-70_1;220-02-04025-70;62030991;2;;
444555999;444555999;220-02-04028-73;62080505;1;;
444555999;444555999;220-02-04028-73;62080505;7;;
444555999;220-02-04028-73_1;220-02-04028-73;62080505;2;;
444555999;220-02-04028-73_2;220-02-04028-73;62080505;2;;
444555999;444555999;220-02-04029-74;62080303;1;;
444555999;444555999;220-02-04029-74;62080303;7;;
444555999;220-02-04029-74_1;220-02-04029-74;62080303;2;;
444555999;220-02-04029-74_2;220-02-04029-74;62080303;2;;
444555999;444555999;220-02-04031-76;62267431;1;;
444555999;444555999;220-02-04031-76;62267431;7;;
444555999;220-02-04031-76_1;220-02-04031-76;62267431;2;;
444555999;220-02-04031-76_2;220-02-04031-76;62267431;2;;
444555999;444555999;220-02-04033-78;62228025;1;;
444555999;444555999;220-02-04033-78;62228025;7;;
444555999;220-02-04033-78_1;220-02-04033-78;62228025;2;;
444555999;444555999;220-02-04034-79;62434755;1;;
444555999;444555999;220-02-04034-79;62434755;7;;
444555999;220-02-04034-79_1;220-02-04034-79;62434755;2;;
444555999;220-02-04034-79_2;220-02-04034-79;62434755;2;;
444555999;444555999;220-02-04035-80;62343011;1;;
444555999;444555999;220-02-04035-80;62343011;7;;
444555999;220-02-04035-80_1;220-02-04035-80;62343011;2;;
444555999;220-02-04035-80_2;220-02-04035-80;62343011;2;;
444555999;444555999;220-02-04040-85;62864686;1;;
444555999;444555999;220-02-04040-85;62864686;7;;
444555999;220-02-04040-85_1;220-02-04040-85;62864686;2;;
444555999;220-02-04040-85_2;220-02-04040-85;62864686;2;;
444555999;444555999;220-02-04041-86;62989675;1;;
444555999;444555999;220-02-04041-86;62989675;7;;
444555999;220-02-04041-86_1;220-02-04041-86;62989675;2;;
444555999;220-02-04041-86_2;220-02-04041-86;62989675;2;;
444555999;444555999;220-02-04044-89;63712630;1;;
444555999;444555999;220-02-04044-89;63712630;7;;
444555999;220-02-04044-89_1;220-02-04044-89;63712630;2;;
444555999;220-02-04044-89_2;220-02-04044-89;63712630;2;;
444555999;444555999;220-02-04045-90;63705657;1;;
444555999;444555999;220-02-04045-90;63705657;7;;
444555999;220-02-04045-90_1;220-02-04045-90;63705657;2;;
444555999;220-02-04045-90_2;220-02-04045-90;63705657;2;;
444555999;444555999;220-02-04046-91;64022424;1;;
444555999;444555999;220-02-04046-91;64022424;7;;
444555999;220-02-04046-91_1;220-02-04046-91;64022424;2;;
444555999;220-02-04046-91_2;220-02-04046-91;64022424;2;;
444555999;444555999;220-02-04047-92;64032225;1;;
444555999;444555999;220-02-04047-92;64032225;7;;
444555999;220-02-04047-92_1;220-02-04047-92;64032225;2;;
444555999;220-02-04047-92_2;220-02-04047-92;64032225;2;;
444555999;444555999;220-02-04048-93;63957453;1;;
444555999;444555999;220-02-04048-93;63957453;7;;
444555999;220-02-04048-93_1;220-02-04048-93;63957453;2;;
444555999;444555999;220-02-04050-95;64305542;1;;
444555999;444555999;220-02-04050-95;64305542;7;;
444555999;220-02-04050-95_1;220-02-04050-95;64305542;2;;
444555999;220-02-04050-95_2;220-02-04050-95;64305542;2;;
444555999;444555999;220-02-04051-96;64332218;1;;
444555999;444555999;220-02-04051-96;64332218;7;;
444555999;220-02-04051-96_1;220-02-04051-96;64332218;2;;
444555999;220-02-04051-96_2;220-02-04051-96;64332218;2;;
444555999;444555999;220-03-03249-63;220030000000;1;;
444555999;444555999;220-03-03249-63;220030000000;7;;
444555999;220-03-03249-63_1;220-03-03249-63;220030000000;2;;
444555999;220-03-03249-63_2;220-03-03249-63;220030000000;2;;
